 5   6.9123318559970545E-002	1.0050292111143895E-004	3.5882434066491488E-007	3.5893611458162099E-007	3.5914239965211838E-007
10   7.2565819352626265E-002	1.0532430886976373E-004	1.9249303209124595E-007	1.9247014945160291E-007	1.9351275872810848E-007
20   7.2142821021191406E-002	1.0471029079484295E-004	1.9150740845551515E-007	1.9186542450799277E-007	1.9122772634127292E-007
30   7.2559144344098964E-002	1.0531448863323770E-004	1.9226482751632634E-007	1.9286162760116379E-007	1.9213939795486340E-007
40   7.2515613439635668E-002	1.0525132704791292E-004	1.9230009529374512E-007	1.9216112243098028E-007	1.9636366667416687E-007
